Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
1.794986080E2,1.530000120E-1,-8.52E+00,1.800000072E0
1.795025680E2,9.495000541E-2,-8.27E+00,2.143949986E0
1.795065281E2,1.530000120E-1,-8.04E+00,2.412000179E0
1.795104879E2,2.100000083E-1,-8.02E+00,2.355000019E0
1.795144477E2,5.740500093E-1,-7.68E+00,2.355000019E0
1.795184060E2,7.459500432E-1,-7.62E+00,2.317050219E0
1.795223681E2,9.379500151E-1,-7.54E+00,2.106000185E0
1.795263282E2,1.033950090E0,-7.41E+00,1.837950110E0
1.795302886E2,9.190500379E-1,-7.31E+00,1.914000034E0
1.795342486E2,8.610000610E-1,-7.62E+00,1.608000040E0
1.795382084E2,6.889500618E-1,-7.53E+00,1.953000069E0
1.795421680E2,6.120000482E-1,-7.85E+00,2.086950064E0
1.795461275E2,6.120000482E-1,-8.33E+00,2.009999990E0
1.795500870E2,6.310500503E-1,-8.83E+00,1.933950067E0
1.795540466E2,6.310500503E-1,-9.34E+00,1.665000081E0
1.795580061E2,6.700500250E-1,-9.86E+00,1.263000011E0
1.795619650E2,7.080000043E-1,-1.04E+01,8.800500631E-1
1.795659246E2,9.570000172E-1,-1.07E+01,7.459500432E-1
1.795698837E2,1.206000090E0,-1.11E+01,7.650000453E-1
1.795738431E2,1.492950082E0,-1.14E+01,7.650000453E-1
1.795778021E2,1.684950113E0,-1.17E+01,7.650000453E-1
1.795817621E2,2.068050146E0,-1.22E+01,6.120000482E-1
1.795857214E2,2.374050140E0,-1.24E+01,8.040000200E-1
1.795896811E2,2.737950087E0,-1.28E+01,7.849500179E-1
1.795936414E2,3.082950115E0,-1.32E+01,8.800500631E-1
1.795976013E2,3.274050236E0,-1.35E+01,8.610000610E-1
1.796015614E2,3.351000071E0,-1.39E+01,7.459500432E-1
1.796055214E2,3.178050041E0,-1.42E+01,6.510000229E-1
1.796094814E2,2.814000130E0,-1.47E+01,5.170500278E-1
1.796134410E2,2.412000179E0,-1.51E+01,3.439500034E-1
1.796174007E2,1.953000069E0,-1.55E+01,2.479500175E-1
1.796213606E2,1.512000084E0,-1.59E+01,1.140000075E-1
1.796253205E2,9.570000172E-1,-1.64E+01,3.795000166E-2
1.796292808E2,3.820500076E-1,-1.68E+01,-1.91E-02
1.796332416E2,-1.34E-01,-1.72E+01,1.905000024E-2
1.796372015E2,-5.93E-01,-1.77E+01,3.795000166E-2
1.796411615E2,-8.80E-01,-1.81E+01,2.100000083E-1
1.796451216E2,-1.01E+00,-1.85E+01,4.020000100E-1
1.796490813E2,-1.03E+00,-1.88E+01,5.359500051E-1
1.796530417E2,-9.38E-01,-1.90E+01,6.889500618E-1
1.796570011E2,-6.70E-01,-1.92E+01,8.610000610E-1
1.796609608E2,-2.87E-01,-1.94E+01,9.000000358E-1
1.796649187E2,9.495000541E-2,-1.97E+01,7.849500179E-1
1.796688786E2,4.780500233E-1,-2.00E+01,6.889500618E-1
1.796728384E2,7.849500179E-1,-2.04E+01,4.210500121E-1
1.796767988E2,9.949500561E-1,-2.10E+01,1.140000075E-1
1.796807601E2,1.090950012E0,-2.16E+01,-1.72E-01
1.796847196E2,1.110000014E0,-2.22E+01,-3.63E-01
1.796886799E2,1.147950053E0,-2.28E+01,-4.21E-01
1.796926396E2,1.033950090E0,-2.34E+01,-4.97E-01
1.796965993E2,8.610000610E-1,-2.40E+01,-5.17E-01
1.797005593E2,7.080000043E-1,-2.44E+01,-5.17E-01
1.797045195E2,6.310500503E-1,-2.49E+01,-4.97E-01
1.797084801E2,4.780500233E-1,-2.52E+01,-5.17E-01
1.797124407E2,3.820500076E-1,-2.54E+01,-6.51E-01
1.797164010E2,1.720500141E-1,-2.54E+01,-8.04E-01
1.797203612E2,1.339500099E-1,-2.52E+01,-8.80E-01
1.797243218E2,0.000000000E0,-2.49E+01,-9.38E-01
1.797282834E2,-5.70E-02,-2.46E+01,-9.76E-01
1.797322417E2,3.795000166E-2,-2.41E+01,-1.07E+00
1.797362029E2,0.000000000E0,-2.34E+01,-1.13E+00
1.797401617E2,1.339500099E-1,-2.28E+01,-1.15E+00
1.797441228E2,-7.61E-02,-2.22E+01,-1.23E+00
1.797480817E2,-5.70E-02,-2.15E+01,-1.28E+00
1.797520398E2,9.495000541E-2,-2.07E+01,-1.23E+00
1.797559994E2,2.100000083E-1,-2.00E+01,-1.44E+00
1.797599599E2,7.605000585E-2,-1.92E+01,-1.84E+00
1.797639194E2,1.905000024E-2,-1.85E+01,-2.26E+00
1.797678795E2,5.700000376E-2,-1.76E+01,-2.58E+00
1.797718413E2,-1.34E-01,-1.68E+01,-2.78E+00
1.797758022E2,-1.72E-01,-1.60E+01,-2.91E+00
1.797797606E2,0.000000000E0,-1.51E+01,-3.26E+00
1.797837214E2,0.000000000E0,-1.41E+01,-3.26E+00
1.797876828E2,-3.82E-01,-1.32E+01,-3.29E+00
1.797916431E2,-5.93E-01,-1.24E+01,-3.27E+00
1.797956028E2,-6.51E-01,-1.17E+01,-3.39E+00
1.797995624E2,-6.89E-01,-1.10E+01,-3.31E+00
1.798035222E2,-6.31E-01,-1.02E+01,-3.24E+00
1.798074820E2,-6.12E-01,-9.33E+00,-2.99E+00
1.798114422E2,-3.44E-01,-8.44E+00,-2.68E+00
1.798154022E2,-1.14E-01,-7.43E+00,-2.14E+00
1.798193612E2,0.000000000E0,-6.41E+00,-1.63E+00
1.798233205E2,7.605000585E-2,-5.38E+00,-1.21E+00
1.798272803E2,1.530000120E-1,-4.37E+00,-7.46E-01
1.798312398E2,1.720500141E-1,-3.39E+00,-2.87E-01
1.798351976E2,1.909500062E-1,-2.51E+00,1.140000075E-1
1.798391573E2,3.250500262E-1,-1.68E+00,3.250500262E-1
1.798431172E2,4.969500303E-1,-9.19E-01,4.969500303E-1
1.798470777E2,5.359500051E-1,-9.50E-02,7.459500432E-1
1.798510393E2,6.310500503E-1,5.929500461E-1,9.000000358E-1
1.798549993E2,6.310500503E-1,1.243950009E0,1.072050095E0
1.798589593E2,5.929500461E-1,1.837950110E0,1.263000011E0
1.798629198E2,5.550000072E-1,2.335950136E0,1.359000087E0
1.798668803E2,5.359500051E-1,2.661000013E0,1.359000087E0
1.798708403E2,4.780500233E-1,2.929050207E0,1.302000046E0
1.798748007E2,4.780500233E-1,3.159000158E0,1.321050048E0
1.798787611E2,4.780500233E-1,3.292950153E0,1.186950088E0
1.798827214E2,4.590000212E-1,3.388950109E0,9.949500561E-1
1.798866812E2,4.780500233E-1,3.427050114E0,7.849500179E-1
1.798906411E2,4.210500121E-1,3.465000153E0,6.700500250E-1
1.798946012E2,3.630000055E-1,3.370050192E0,5.170500278E-1
1.798985609E2,3.630000055E-1,3.255000114E0,3.060000241E-1
1.799025212E2,3.630000055E-1,3.178050041E0,1.339500099E-1
1.799064825E2,5.170500278E-1,3.043950081E0,-1.91E-02
1.799104429E2,5.740500093E-1,2.890950203E0,-1.53E-01
1.799144037E2,6.700500250E-1,2.623050213E0,-2.68E-01
1.799183711E2,7.459500432E-1,2.335950136E0,-3.82E-01
1.799223254E2,8.419500589E-1,2.009999990E0,-5.55E-01
1.799262859E2,8.419500589E-1,1.684950113E0,-8.23E-01
1.799302462E2,7.459500432E-1,1.396950126E0,-9.95E-01
1.799342066E2,6.310500503E-1,1.090950012E0,-1.15E+00
1.799381668E2,5.550000072E-1,9.000000358E-1,-1.26E+00
1.799421272E2,5.170500278E-1,5.740500093E-1,-1.32E+00
1.799460869E2,4.399500191E-1,4.399500191E-1,-1.47E+00
1.799500468E2,3.820500076E-1,3.630000055E-1,-1.67E+00
1.799540063E2,3.250500262E-1,3.439500034E-1,-1.95E+00
1.799579657E2,2.869500220E-1,3.439500034E-1,-2.24E+00
1.799619259E2,2.680500150E-1,4.210500121E-1,-2.43E+00
1.799658861E2,3.439500034E-1,4.399500191E-1,-2.64E+00
1.799698458E2,4.020000100E-1,5.359500051E-1,-2.58E+00
1.799738054E2,4.590000212E-1,5.929500461E-1,-2.55E+00
1.799777651E2,3.820500076E-1,6.700500250E-1,-2.47E+00
1.799817250E2,4.590000212E-1,6.700500250E-1,-2.45E+00
1.799856849E2,4.590000212E-1,7.270500064E-1,-2.32E+00
1.799896447E2,3.439500034E-1,8.230500221E-1,-2.28E+00
1.799936044E2,3.630000055E-1,8.419500589E-1,-2.11E+00
1.799975639E2,4.590000212E-1,9.570000172E-1,-1.86E+00
1.800015236E2,4.590000212E-1,9.760500193E-1,-1.61E+00
1.800054832E2,5.170500278E-1,9.570000172E-1,-1.19E+00
1.800094430E2,5.550000072E-1,1.033950090E0,-6.89E-01
1.800134024E2,5.929500461E-1,1.053000093E0,-1.91E-01
1.800173606E2,4.780500233E-1,1.014000058E0,2.869500220E-1
1.800213206E2,2.479500175E-1,9.760500193E-1,7.270500064E-1
1.800252808E2,1.905000024E-2,9.760500193E-1,1.033950090E0
1.800292414E2,-9.50E-02,9.570000172E-1,1.110000014E0
1.800332012E2,-2.48E-01,9.949500561E-1,1.033950090E0
1.800371607E2,-3.63E-01,9.570000172E-1,8.230500221E-1
1.800411206E2,-2.68E-01,8.800500631E-1,4.590000212E-1
1.800450795E2,-1.91E-02,7.459500432E-1,9.495000541E-2
1.800490394E2,1.720500141E-1,4.590000212E-1,-4.02E-01
1.800529978E2,1.530000120E-1,1.140000075E-1,-7.65E-01
1.800569574E2,-3.80E-02,-3.25E-01,-1.17E+00
1.800609169E2,-1.91E-01,-7.46E-01,-1.63E+00
1.800648759E2,-4.02E-01,-1.36E+00,-1.99E+00
1.800688357E2,-4.59E-01,-2.14E+00,-2.41E+00
1.800727952E2,-3.44E-01,-3.14E+00,-2.78E+00
1.800767547E2,-1.72E-01,-4.35E+00,-2.91E+00
1.800807124E2,1.905000024E-2,-5.51E+00,-2.83E+00
1.800846720E2,2.100000083E-1,-6.86E+00,-2.60E+00
1.800886315E2,4.969500303E-1,-8.29E+00,-2.28E+00
1.800925909E2,8.610000610E-1,-9.73E+00,-1.99E+00
1.800965501E2,1.282050014E0,-1.13E+01,-1.74E+00
1.801005093E2,1.531050086E0,-1.29E+01,-1.68E+00
1.801044689E2,1.704000115E0,-1.45E+01,-1.78E+00
1.801084286E2,1.819050074E0,-1.62E+01,-1.95E+00
1.801123879E2,1.972050071E0,-1.79E+01,-2.26E+00
1.801163475E2,1.914000034E0,-1.95E+01,-2.64E+00
1.801203071E2,1.588950038E0,-2.10E+01,-3.03E+00
1.801242670E2,8.419500589E-1,-2.25E+01,-3.16E+00
1.801282284E2,-3.06E-01,-2.40E+01,-3.03E+00
1.801321880E2,-1.57E+00,-2.53E+01,-2.64E+00
1.801361481E2,-2.93E+00,-2.66E+01,-2.22E+00
1.801401079E2,-4.25E+00,-2.76E+01,-1.89E+00
1.801440674E2,-5.73E+00,-2.83E+01,-1.44E+00
1.801480270E2,-6.84E+00,-2.85E+01,-8.42E-01
1.801519857E2,-7.53E+00,-2.81E+01,-7.61E-02
1.801559437E2,-7.03E+00,-2.71E+01,9.379500151E-1
1.801599032E2,-5.74E+00,-2.55E+01,1.876050115E0
1.801638624E2,-3.73E+00,-2.37E+01,2.737950087E0
1.801678214E2,-8.23E-01,-2.21E+01,3.139950037E0
1.801717795E2,2.009999990E0,-2.08E+01,2.947950125E0
1.801757392E2,4.557000160E0,-1.98E+01,2.488950014E0
1.801796985E2,6.759000301E0,-1.92E+01,1.990950108E0
1.801836584E2,7.812000275E0,-1.86E+01,1.761000037E0
1.801876183E2,7.792950153E0,-1.86E+01,1.704000115E0
1.801915783E2,7.161000252E0,-1.88E+01,1.435950041E0
1.801955382E2,6.070050240E0,-1.92E+01,8.040000200E-1
1.801994989E2,5.017050266E0,-1.99E+01,1.720500141E-1
1.802034600E2,3.982950211E0,-2.07E+01,-2.68E-01
1.802074198E2,3.102000237E0,-2.11E+01,-3.82E-01
1.802113795E2,2.470050097E0,-2.14E+01,-8.42E-01
1.802153392E2,2.047950029E0,-2.12E+01,-1.11E+00
1.802192985E2,1.531050086E0,-2.10E+01,-1.15E+00
1.802232580E2,1.053000093E0,-2.10E+01,-1.01E+00
1.802272176E2,9.570000172E-1,-2.09E+01,-9.38E-01
1.802311773E2,1.090950012E0,-2.05E+01,-1.09E+00
1.802351370E2,1.378050089E0,-2.01E+01,-1.53E+00
1.802390967E2,1.396950126E0,-1.95E+01,-1.76E+00
1.802430561E2,1.243950009E0,-1.87E+01,-1.82E+00
1.802470160E2,1.014000058E0,-1.79E+01,-1.93E+00
1.802509753E2,6.120000482E-1,-1.70E+01,-1.95E+00
1.802549349E2,2.680500150E-1,-1.61E+01,-1.82E+00
1.802588948E2,1.720500141E-1,-1.52E+01,-1.72E+00
1.802628543E2,1.140000075E-1,-1.42E+01,-1.63E+00
1.802668140E2,3.795000166E-2,-1.33E+01,-1.53E+00
1.802707746E2,-5.70E-02,-1.24E+01,-1.36E+00
1.802747335E2,-5.70E-02,-1.16E+01,-1.07E+00
1.802786912E2,3.795000166E-2,-1.08E+01,-9.00E-01
1.802826507E2,1.909500062E-1,-1.01E+01,-8.61E-01
1.802866102E2,2.479500175E-1,-9.34E+00,-7.46E-01
1.802905693E2,3.250500262E-1,-8.71E+00,-7.27E-01
1.802945284E2,3.820500076E-1,-8.18E+00,-7.08E-01
1.802984874E2,3.630000055E-1,-7.76E+00,-6.31E-01
1.803024461E2,4.210500121E-1,-7.35E+00,-5.17E-01
1.803064056E2,4.780500233E-1,-7.07E+00,-3.63E-01
1.803103653E2,4.780500233E-1,-6.82E+00,-2.10E-01
1.803143250E2,4.590000212E-1,-6.53E+00,-1.14E-01
1.803182820E2,4.969500303E-1,-6.26E+00,-3.80E-02
1.803222431E2,4.780500233E-1,-6.07E+00,-1.91E-02
1.803262033E2,5.550000072E-1,-5.78E+00,-5.70E-02
1.803301625E2,6.310500503E-1,-5.57E+00,-9.50E-02
1.803341220E2,6.310500503E-1,-5.32E+00,-9.50E-02
1.803380816E2,6.510000229E-1,-5.06E+00,-1.14E-01
1.803420413E2,7.270500064E-1,-4.84E+00,-7.61E-02
1.803460010E2,7.270500064E-1,-4.59E+00,-7.61E-02
1.803499611E2,7.849500179E-1,-4.37E+00,-9.50E-02
1.803539212E2,8.419500589E-1,-4.08E+00,-1.72E-01
1.803578811E2,7.650000453E-1,-3.87E+00,-2.29E-01
1.803618409E2,6.889500618E-1,-3.62E+00,-3.44E-01
1.803658007E2,6.120000482E-1,-3.43E+00,-5.17E-01
1.803697605E2,4.969500303E-1,-3.35E+00,-6.31E-01
1.803737202E2,3.820500076E-1,-3.33E+00,-7.08E-01
1.803776794E2,3.439500034E-1,-3.37E+00,-8.04E-01
1.803816383E2,2.680500150E-1,-3.50E+00,-8.42E-01
1.803855972E2,2.290500104E-1,-3.62E+00,-8.23E-01
1.803895567E2,1.720500141E-1,-3.73E+00,-9.57E-01
1.803935166E2,1.140000075E-1,-3.93E+00,-1.03E+00
1.803974765E2,5.700000376E-2,-4.06E+00,-1.21E+00
1.804014364E2,1.905000024E-2,-4.19E+00,-1.32E+00
1.804053966E2,0.000000000E0,-4.38E+00,-1.40E+00
1.804093564E2,1.905000024E-2,-4.54E+00,-1.65E+00
1.804133171E2,1.530000120E-1,-4.63E+00,-1.86E+00
1.804172772E2,2.869500220E-1,-4.67E+00,-2.20E+00
1.804212374E2,4.020000100E-1,-4.75E+00,-2.47E+00
1.804251979E2,4.969500303E-1,-4.77E+00,-2.74E+00
1.804291586E2,4.780500233E-1,-4.79E+00,-2.83E+00
1.804331188E2,3.439500034E-1,-4.90E+00,-2.95E+00
1.804370788E2,1.720500141E-1,-4.94E+00,-2.95E+00
1.804410385E2,9.495000541E-2,-5.00E+00,-2.95E+00
1.804449988E2,1.905000024E-2,-5.09E+00,-2.87E+00
1.804489585E2,0.000000000E0,-5.25E+00,-2.78E+00
1.804529186E2,1.905000024E-2,-5.36E+00,-2.58E+00
1.804568780E2,3.795000166E-2,-5.49E+00,-2.30E+00
1.804608380E2,3.795000166E-2,-5.57E+00,-2.11E+00
1.804647980E2,1.339500099E-1,-5.71E+00,-1.88E+00
1.804687575E2,1.339500099E-1,-5.78E+00,-1.74E+00
1.804727175E2,1.339500099E-1,-5.84E+00,-1.68E+00
1.804766778E2,1.530000120E-1,-5.90E+00,-1.78E+00
1.804806382E2,3.439500034E-1,-5.84E+00,-1.63E+00
1.804845983E2,4.590000212E-1,-5.78E+00,-1.38E+00
1.804885585E2,4.210500121E-1,-5.76E+00,-1.19E+00
1.804925182E2,3.439500034E-1,-5.67E+00,-1.07E+00
1.804964780E2,2.479500175E-1,-5.55E+00,-8.23E-01
1.805004381E2,1.720500141E-1,-5.46E+00,-4.40E-01
1.805043962E2,3.795000166E-2,-5.38E+00,3.795000166E-2
1.805083557E2,3.795000166E-2,-5.25E+00,6.120000482E-1
1.805123153E2,1.720500141E-1,-5.13E+00,1.225050092E0
1.805162743E2,3.060000241E-1,-5.04E+00,1.876050115E0
1.805202336E2,4.780500233E-1,-4.96E+00,2.431050062E0
1.805241930E2,6.310500503E-1,-4.98E+00,2.947950125E0
1.805281526E2,8.040000200E-1,-4.98E+00,3.159000158E0
1.805321124E2,1.033950090E0,-5.06E+00,3.043950081E0
1.805360724E2,1.206000090E0,-5.07E+00,2.910000086E0
1.805400326E2,1.378050089E0,-5.09E+00,2.565000057E0
1.805439929E2,1.455000043E0,-5.19E+00,2.508000135E0
1.805479532E2,1.417050123E0,-5.49E+00,2.296950102E0
1.805519136E2,1.435950041E0,-5.88E+00,1.933950067E0
1.805558742E2,1.551000118E0,-6.15E+00,1.435950041E0
1.805598345E2,1.512000084E0,-6.38E+00,8.040000200E-1
1.805637944E2,1.302000046E0,-6.64E+00,3.060000241E-1
1.805677567E2,1.033950090E0,-6.97E+00,-1.72E-01
1.805717164E2,1.225050092E0,-7.31E+00,-5.55E-01
1.805756760E2,9.570000172E-1,-7.41E+00,-4.02E-01
1.805796347E2,7.849500179E-1,-7.39E+00,6.889500618E-1
1.805835944E2,4.780500233E-1,-7.66E+00,1.512000084E0
1.805875548E2,3.439500034E-1,-8.02E+00,1.933950067E0
1.805915144E2,6.310500503E-1,-8.31E+00,2.086950064E0
1.805954741E2,8.800500631E-1,-8.52E+00,2.086950064E0
1.805994340E2,1.168050051E0,-8.66E+00,2.009999990E0
1.806033933E2,1.588950038E0,-8.81E+00,1.914000034E0
1.806073530E2,1.876050115E0,-9.06E+00,1.417050123E0
1.806113124E2,2.143949986E0,-8.96E+00,1.780050039E0
1.806152722E2,2.125050068E0,-9.09E+00,2.239950180E0
1.806192316E2,1.819050074E0,-9.48E+00,2.335950136E0
1.806231914E2,1.435950041E0,-9.99E+00,2.202000141E0
1.806271511E2,1.110000014E0,-1.06E+01,1.990950108E0
1.806311113E2,9.379500151E-1,-1.12E+01,1.857000113E0
1.806350711E2,8.610000610E-1,-1.20E+01,1.608000040E0
1.806390308E2,9.760500193E-1,-1.28E+01,1.129050016E0
1.806429909E2,1.339950085E0,-1.34E+01,1.014000058E0
1.806469512E2,1.608000040E0,-1.41E+01,8.419500589E-1
1.806509112E2,1.837950110E0,-1.47E+01,5.170500278E-1
1.806548713E2,2.106000185E0,-1.54E+01,9.495000541E-2
1.806588325E2,2.335950136E0,-1.61E+01,-4.59E-01
1.806627928E2,2.431050062E0,-1.68E+01,-9.19E-01
1.806667523E2,2.488950014E0,-1.75E+01,-1.21E+00
1.806707118E2,2.545950174E0,-1.82E+01,-1.49E+00
1.806746717E2,2.641950130E0,-1.89E+01,-1.70E+00
1.806786321E2,2.700000048E0,-1.96E+01,-1.89E+00
1.806825924E2,2.604000092E0,-2.01E+01,-2.16E+00
1.806865528E2,2.374050140E0,-2.07E+01,-2.30E+00
1.806905127E2,1.914000034E0,-2.12E+01,-2.26E+00
1.806944726E2,1.435950041E0,-2.18E+01,-2.07E+00
1.806984324E2,9.190500379E-1,-2.24E+01,-1.89E+00
1.807023924E2,5.170500278E-1,-2.31E+01,-1.72E+00
1.807063530E2,1.530000120E-1,-2.38E+01,-1.61E+00
1.807103147E2,-7.61E-02,-2.46E+01,-1.42E+00
1.807142750E2,-2.87E-01,-2.52E+01,-1.38E+00
1.807182348E2,-4.02E-01,-2.59E+01,-1.36E+00
1.807221949E2,-4.21E-01,-2.66E+01,-1.42E+00
1.807261551E2,-3.63E-01,-2.71E+01,-1.61E+00
1.807301150E2,-2.48E-01,-2.76E+01,-1.82E+00
1.807340734E2,3.795000166E-2,-2.79E+01,-2.05E+00
1.807380334E2,3.630000055E-1,-2.81E+01,-2.16E+00
1.807419931E2,7.650000453E-1,-2.81E+01,-2.45E+00
1.807459536E2,9.190500379E-1,-2.79E+01,-2.47E+00
1.807499136E2,9.570000172E-1,-2.76E+01,-2.53E+00
1.807538730E2,9.949500561E-1,-2.71E+01,-2.57E+00
1.807578325E2,8.419500589E-1,-2.63E+01,-2.55E+00
1.807617922E2,7.849500179E-1,-2.53E+01,-2.51E+00
1.807657518E2,7.270500064E-1,-2.44E+01,-2.51E+00
1.807697114E2,1.140000075E-1,-2.37E+01,-2.64E+00
1.807736724E2,-1.72E-01,-2.29E+01,-2.79E+00
1.807776319E2,-3.25E-01,-2.21E+01,-3.08E+00
1.807815918E2,-4.21E-01,-2.13E+01,-3.12E+00
1.807855519E2,-7.08E-01,-2.06E+01,-3.24E+00
1.807895119E2,-9.19E-01,-1.98E+01,-3.26E+00
1.807934719E2,-5.93E-01,-1.90E+01,-3.31E+00
1.807974319E2,-3.63E-01,-1.81E+01,-3.54E+00
1.808013918E2,-7.46E-01,-1.72E+01,-3.77E+00
1.808053514E2,-8.04E-01,-1.63E+01,-3.85E+00
1.808093112E2,-8.42E-01,-1.53E+01,-3.94E+00
1.808132710E2,-6.31E-01,-1.42E+01,-4.04E+00
1.808172308E2,-4.97E-01,-1.30E+01,-4.25E+00
1.808211907E2,-8.04E-01,-1.21E+01,-4.35E+00
1.808251504E2,-8.80E-01,-1.10E+01,-4.35E+00
1.808291103E2,-6.51E-01,-9.92E+00,-4.27E+00
1.808330701E2,-4.21E-01,-8.87E+00,-3.98E+00
1.808370302E2,-7.61E-02,-7.81E+00,-3.66E+00
1.808409884E2,-1.91E-02,-6.87E+00,-3.22E+00
1.808449481E2,1.909500062E-1,-5.86E+00,-2.85E+00
1.808489082E2,4.969500303E-1,-4.75E+00,-2.18E+00
1.808528679E2,4.969500303E-1,-3.71E+00,-1.67E+00
1.808568273E2,4.780500233E-1,-2.72E+00,-1.03E+00
1.808607868E2,4.780500233E-1,-1.82E+00,-6.70E-01
1.808647469E2,5.170500278E-1,-9.95E-01,-3.25E-01
1.808687055E2,4.969500303E-1,-1.91E-01,1.140000075E-1
1.808726664E2,4.210500121E-1,5.359500051E-1,5.170500278E-1
1.808766261E2,3.439500034E-1,1.186950088E0,8.610000610E-1
1.808805861E2,2.479500175E-1,1.704000115E0,9.190500379E-1
1.808845456E2,5.700000376E-2,2.202000141E0,1.053000093E0
1.808885058E2,-1.91E-02,2.604000092E0,1.053000093E0
1.808924667E2,-5.70E-02,3.025050163E0,1.053000093E0
1.808964259E2,-9.50E-02,3.331050158E0,1.014000058E0
1.809003854E2,-1.14E-01,3.619050264E0,9.000000358E-1
1.809043449E2,-1.34E-01,3.829050064E0,7.459500432E-1
1.809083048E2,-7.61E-02,4.002000332E0,5.929500461E-1
1.809122643E2,-3.80E-02,4.135950089E0,4.210500121E-1
1.809162227E2,0.000000000E0,4.192950249E0,3.060000241E-1
1.809201821E2,1.905000024E-2,4.174050331E0,1.720500141E-1
1.809241415E2,9.495000541E-2,4.135950089E0,1.140000075E-1
1.809281012E2,1.339500099E-1,3.982950211E0,5.700000376E-2
1.809320609E2,2.680500150E-1,3.772050142E0,1.905000024E-2
1.809360206E2,2.869500220E-1,3.465000153E0,1.905000024E-2
1.809399798E2,3.250500262E-1,3.196950197E0,1.905000024E-2
1.809439396E2,3.439500034E-1,2.890950203E0,3.795000166E-2
1.809479011E2,4.020000100E-1,2.508000135E0,-1.91E-01
1.809518607E2,4.780500233E-1,2.068050146E0,-3.44E-01
1.809558201E2,5.929500461E-1,1.645950079E0,-6.70E-01
1.809597792E2,6.310500503E-1,1.263000011E0,-1.01E+00
1.809637388E2,6.510000229E-1,9.000000358E-1,-1.38E+00
1.809676981E2,6.889500618E-1,5.359500051E-1,-1.76E+00
1.809716576E2,5.929500461E-1,2.680500150E-1,-2.07E+00
1.809756171E2,4.399500191E-1,9.495000541E-2,-2.37E+00
1.809795754E2,1.720500141E-1,-1.14E-01,-2.70E+00
1.809835356E2,0.000000000E0,-2.48E-01,-2.91E+00
1.809874965E2,-5.70E-02,-3.44E-01,-3.06E+00
1.809914564E2,-5.70E-02,-2.87E-01,-2.78E+00
1.809954160E2,-7.61E-02,-2.68E-01,-2.62E+00
1.809993758E2,-9.50E-02,-2.29E-01,-2.47E+00
1.810033360E2,-9.50E-02,-9.50E-02,-2.26E+00
1.810072974E2,-9.50E-02,1.905000024E-2,-1.95E+00
1.810112579E2,-9.50E-02,2.290500104E-1,-1.61E+00
1.810152163E2,1.905000024E-2,3.630000055E-1,-1.17E+00
1.810191764E2,1.140000075E-1,4.590000212E-1,-6.70E-01
1.810231354E2,1.530000120E-1,6.120000482E-1,-9.50E-02
1.810270939E2,1.720500141E-1,8.040000200E-1,3.820500076E-1
1.810310545E2,5.700000376E-2,8.800500631E-1,7.650000453E-1
1.810350157E2,-1.91E-02,9.760500193E-1,1.014000058E0
1.810389753E2,-7.61E-02,9.949500561E-1,1.186950088E0
1.810429345E2,-1.14E-01,1.072050095E0,1.186950088E0
1.810468938E2,-7.61E-02,1.072050095E0,1.072050095E0
1.810508534E2,-3.80E-02,1.090950012E0,8.040000200E-1
1.810548129E2,-1.14E-01,1.090950012E0,4.969500303E-1
1.810587727E2,-1.34E-01,1.072050095E0,2.869500220E-1
1.810627325E2,-1.53E-01,9.949500561E-1,9.495000541E-2
1.810666924E2,-2.48E-01,9.000000358E-1,3.795000166E-2
1.810706539E2,-4.78E-01,8.230500221E-1,-1.14E-01
1.810746134E2,-6.51E-01,7.080000043E-1,-5.55E-01
1.810785729E2,-7.65E-01,4.969500303E-1,-7.46E-01
1.810825328E2,-8.61E-01,2.290500104E-1,-1.03E+00
1.810864909E2,-8.80E-01,-1.14E-01,-1.23E+00
1.810904505E2,-9.00E-01,-5.36E-01,-1.63E+00
1.810944100E2,-1.03E+00,-9.00E-01,-1.93E+00
1.810983694E2,-1.26E+00,-1.30E+00,-1.99E+00
1.811023287E2,-1.53E+00,-1.88E+00,-1.82E+00
1.811062880E2,-1.76E+00,-2.74E+00,-1.65E+00
1.811102472E2,-1.59E+00,-3.77E+00,-1.40E+00
1.811142064E2,-1.26E+00,-4.98E+00,-1.09E+00
1.811181659E2,-8.04E-01,-6.36E+00,-7.85E-01
1.811221245E2,-1.72E-01,-7.77E+00,-5.74E-01
1.811260827E2,5.359500051E-1,-9.23E+00,-4.78E-01
1.811300419E2,1.455000043E0,-1.06E+01,-5.36E-01
1.811340011E2,2.163000107E0,-1.20E+01,-7.65E-01
1.811379600E2,2.508000135E0,-1.34E+01,-1.26E+00
1.811419189E2,2.451000214E0,-1.48E+01,-1.76E+00
1.811458784E2,1.990950108E0,-1.62E+01,-2.16E+00
1.811498378E2,1.282050014E0,-1.76E+01,-2.37E+00
1.811537978E2,3.630000055E-1,-1.90E+01,-2.30E+00
1.811577580E2,-7.27E-01,-2.03E+01,-2.09E+00
1.811617173E2,-1.91E+00,-2.17E+01,-1.91E+00
1.811656765E2,-3.16E+00,-2.29E+01,-1.82E+00
1.811696362E2,-4.06E+00,-2.40E+01,-1.82E+00
1.811735956E2,-4.67E+00,-2.51E+01,-2.18E+00
1.811775553E2,-4.52E+00,-2.60E+01,-2.81E+00
