"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.687042625E0,3.177891541E-1,8.966354370E-1,2.080673218E-1
3.697105625E0,7.578739929E-1,1.009949799E0,-5.795947266E-1
3.707167625E0,9.183403015E-1,9.108558655E-1,-7.379653931E-1
3.717230625E0,1.092428284E0,8.075706482E-1,-5.087919617E-1
3.727293625E0,1.300645294E0,6.938072205E-1,4.490661621E-4
3.737356625E0,1.306932220E0,2.294728088E-1,-7.214996338E-2
3.747419625E0,1.157393188E0,-4.345463562E-1,-5.780978394E-1
3.757482625E0,9.605525208E-1,-9.494755554E-1,-1.046174469E0
3.767544625E0,8.705895996E-1,-1.460213470E0,-2.521656189E0
3.777607625E0,3.068618774E-1,-1.964963837E0,-4.753365326E0
3.787670625E0,-5.966592407E-1,-2.226919098E0,-6.450985107E0
3.797733625E0,-4.520599365E-1,-2.471211090E0,-9.141639862E0
3.807796625E0,-1.274749146E0,-4.912634125E0,-8.631351013E0
3.817859625E0,-3.476670227E0,-9.788594513E0,-1.023601410E1
3.827921625E0,-6.496640167E0,-1.952898926E1,-8.435558167E0
3.837984125E0,-1.023436752E1,-3.138448563E1,1.480720825E0
3.848047125E0,-1.018242554E1,-3.593741776E1,8.583450623E0
3.858110125E0,-5.101840668E0,-3.957215927E1,6.930138702E0
3.868173125E0,-1.453028412E0,-4.026776276E1,6.334377594E0
3.878236125E0,3.229833527E0,-3.627511551E1,6.955436096E0
3.888298125E0,4.102967834E0,-3.200449631E1,1.732048187E0
3.898361125E0,-1.127156067E-1,-3.007665527E1,-2.075134735E0
3.908424125E0,-4.078418884E0,-3.102972336E1,-4.656816101E-1
3.918487125E0,-4.978946228E0,-3.040761703E1,-1.938169556E0
3.928550125E0,-4.324357452E0,-2.827634903E1,8.577163696E-2
3.938613125E0,-4.515809326E0,-2.432666245E1,1.487756195E0
3.948675125E0,-5.278623047E0,-2.088352249E1,-4.602928162E0
3.958738125E0,-6.789431305E0,-1.885703659E1,-9.973011017E0
3.968801125E0,-7.984396362E0,-1.805051376E1,-9.524543610E0
3.978864125E0,-8.512348480E0,-1.735910156E1,-6.057004395E0
